# license: MIT
reading	surface	left_id	right_id	word_cost	prediction_cost	flags	annotation
data	Data Vault	1851	1851	7270	7570	it,predict	
data	Data Warehouse (DWH)	1851	1851	7620	7920	it,predict	
data	Data Warehousing	1851	1851	7480	7780	it,predict	
data	Data Workshop	1851	1851	7375	7675	it,predict	
data	data	1851	1851	7060	7360	it,predict	
data	data build tool	1851	1851	7445	7745	it,predict	
data	data duplicator	1851	1851	7445	7745	it,predict	
data	data linkage	1851	1851	7340	7640	it,predict	
data-driven	Data-Driven Decision Making	1851	1851	7620	7920	it,predict	
data-driven	Data-Driven Management	1851	1851	7620	7920	it,predict	
data-drivendecisionmaking	Data-Driven Decision Making	1851	1851	7620	7920	it,predict	
data-drivenmanagement	Data-Driven Management	1851	1851	7620	7920	it,predict	
dataaccesslayer	Data Access Layer	1851	1851	7515	7815	it,predict	
dataanalyticsplatform	Data Analytics Platform	1851	1851	7620	7920	it,predict	
dataarchitect	Data Architect	1851	1851	7410	7710	it,predict	
dataarchitecture	Data Architecture	1851	1851	7515	7815	it,predict	
dataaugmentation	Data Augmentation	1851	1851	7515	7815	it,predict	
database	Database	1851	1851	7200	7500	it,predict	
database	Database Accounts Authentication	1851	1851	7620	7920	it,predict	
database	Database Actions	1851	1851	7480	7780	it,predict	
database	Database Cluster	1851	1851	7480	7780	it,predict	
database	Database Connection	1851	1851	7585	7885	it,predict	
database	Database Dashboard	1851	1851	7550	7850	it,predict	
database	Database Index	1851	1851	7410	7710	it,predict	
database	Database Link	1851	1851	7375	7675	it,predict	
database	Database Migration Service	1851	1851	7620	7920	it,predict	
database	Database Platform	1851	1851	7515	7815	it,predict	
database	Database Provider	1851	1851	7515	7815	it,predict	
database	Database System	1851	1851	7445	7745	it,predict	
database	Database URL	1851	1851	7340	7640	it,predict	
database	database key	1851	1851	7340	7640	it,predict	
databaseaccountsauthentication	Database Accounts Authentication	1851	1851	7500	7800	it,predict	
databaseactions	Database Actions	1851	1851	7360	7660	it,predict	
databasecluster	Database Cluster	1851	1851	7480	7780	it,predict	
databaseconnection	Database Connection	1851	1851	7465	7765	it,predict	
databasedashboard	Database Dashboard	1851	1851	7430	7730	it,predict	
databaseindex	Database Index	1851	1851	7410	7710	it,predict	
databasekey	database key	1851	1851	7220	7520	it,predict	
databaselink	Database Link	1851	1851	7375	7675	it,predict	
databasemigrationservice	Database Migration Service	1851	1851	7620	7920	it,predict	
databaseplatform	Database Platform	1851	1851	7515	7815	it,predict	
databaseprovider	Database Provider	1851	1851	7395	7695	it,predict	
databasesystem	Database System	1851	1851	7325	7625	it,predict	
databaseurl	Database URL	1851	1851	7340	7640	it,predict	
databinding	Data Binding	1851	1851	7220	7520	it,predict	
databox	Data Box	1851	1851	7200	7500	it,predict	
databricks	Databricks	1851	1851	7150	7450	it,predict	
databricks	Databricks on Azure	1851	1851	7585	7885	it,predict	
databricksonazure	Databricks on Azure	1851	1851	7585	7885	it,predict	
databuildtool	data build tool	1851	1851	7445	7745	it,predict	
datacatalogtool	Data Catalog Tool	1851	1851	7515	7815	it,predict	
dataconsistency	Data Consistency	1851	1851	7480	7780	it,predict	
datacontract	Data Contract	1851	1851	7375	7675	it,predict	
datacontrollanguage	Data Control Language	1851	1851	7620	7920	it,predict	
datadefinitionlanguage	Data Definition Language	1851	1851	7620	7920	it,predict	
datadeletioncertification	Data Deletion Certification	1851	1851	7620	7920	it,predict	
datademocratization	Data Democratization	1851	1851	7620	7920	it,predict	
datadesign	Data Design	1851	1851	7185	7485	it,predict	
datadog	Datadog	1851	1851	7045	7345	it,predict	
datadomain	Data Domain	1851	1851	7305	7605	it,predict	
datadrift	Data Drift	1851	1851	7270	7570	it,predict	
datadrivendecisionmaking	Data-Driven Decision Making	1851	1851	7620	7920	it,predict	
datadrivenmanagement	Data-Driven Management	1851	1851	7620	7920	it,predict	
dataduplicator	data duplicator	1851	1851	7445	7745	it,predict	
dataengineer	Data Engineer	1851	1851	7375	7675	it,predict	
dataengineering	Data Engineering	1851	1851	7480	7780	it,predict	
dataenrichment	Data Enrichment	1851	1851	7445	7745	it,predict	
dataexportcontrol	Data Export Control	1851	1851	7585	7885	it,predict	
dataextraction	Data Extraction	1851	1851	7445	7745	it,predict	
dataflow	Data Flow	1851	1851	7115	7415	it,predict	
dataflow	Dataflow	1851	1851	7080	7380	it,predict	
datafreshness	Data Freshness	1851	1851	7410	7710	it,predict	
datagenerator	Data Generator	1851	1851	7290	7590	it,predict	
datagram	Datagram Transport Layer Security	1851	1851	7620	7920	it,predict	
datagramtransportlayersecurity	Datagram Transport Layer Security	1851	1851	7620	7920	it,predict	
dataguard	Data Guard	1851	1851	7150	7450	it,predict	
datahub	DataHub	1851	1851	7045	7345	it,predict	
dataintegration	Data Integration	1851	1851	7360	7660	it,predict	
datalakehouse	Data Lakehouse	1851	1851	7410	7710	it,predict	
datalifecyclemanagement	Data Lifecycle Management	1851	1851	7620	7920	it,predict	
datalineagegraph	Data Lineage Graph	1851	1851	7550	7850	it,predict	
datalinkage	data linkage	1851	1851	7340	7640	it,predict	
datalinkcontrol	Data Link Control	1851	1851	7515	7815	it,predict	
datalizer	Datalizer	1851	1851	7115	7415	it,predict	
dataload	Data Load	1851	1851	7235	7535	it,predict	
dataloader	DataLoader	1851	1851	7150	7450	it,predict	
dataloading	Data Loading	1851	1851	7340	7640	it,predict	
datamanagement	Data Management	1851	1851	7445	7745	it,predict	
datamanipulationlanguage	Data Manipulation Language	1851	1851	7620	7920	it,predict	
datamapper	Data Mapper	1851	1851	7185	7485	it,predict	
datamasking	Data Masking	1851	1851	7340	7640	it,predict	
datamesh	Data Mesh	1851	1851	7235	7535	it,predict	
datamigration	Data Migration	1851	1851	7410	7710	it,predict	
datamigrationwaterfall	Data Migration Waterfall	1851	1851	7620	7920	it,predict	
datamining	Data Mining	1851	1851	7305	7605	it,predict	
datamodeling	Data Modeling	1851	1851	7375	7675	it,predict	
dataobservability	Data Observability	1851	1851	7550	7850	it,predict	
dataorchestration	Data Orchestration	1851	1851	7550	7850	it,predict	
dataparallelism	Data Parallelism	1851	1851	7480	7780	it,predict	
datapipeline	Data Pipeline	1851	1851	7375	7675	it,predict	
dataproc	Dataproc	1851	1851	7080	7380	it,predict	
dataproduct	Data Product	1851	1851	7340	7640	it,predict	
dataprofile	Data Profile	1851	1851	7220	7520	it,predict	
dataprofiling	Data Profiling	1851	1851	7410	7710	it,predict	
datapump	Data Pump	1851	1851	7115	7415	it,predict	
dataqualityrule	Data Quality Rule	1851	1851	7515	7815	it,predict	
dataqualityscore	Data Quality Score	1851	1851	7550	7850	it,predict	
datarepresentationconversion	Data Representation Conversion	1851	1851	7620	7920	it,predict	
datasafe	Data Safe	1851	1851	7115	7415	it,predict	
datascienceplatform	Data Science Platform	1851	1851	7620	7920	it,predict	
datasheet	Datasheet	1851	1851	7235	7535	it,predict	
dataskew	Data Skew	1851	1851	7235	7535	it,predict	
datasource	Data Source	1851	1851	7305	7605	it,predict	
datasovereignty	Data Sovereignty	1851	1851	7480	7780	it,predict	
datastewardship	Data Stewardship	1851	1851	7480	7780	it,predict	
datastorage	Data Storage	1851	1851	7340	7640	it,predict	
datastructure	Data Structure	1851	1851	7410	7710	it,predict	
datasync	DataSync	1851	1851	7200	7500	it,predict	
datatransfercost	Data Transfer Cost	1851	1851	7550	7850	it,predict	
datatransferobject	Data Transfer Object	1851	1851	7620	7920	it,predict	
datatransferservice	Data Transfer Service	1851	1851	7620	7920	it,predict	
datatransformation	Data Transformation	1851	1851	7585	7885	it,predict	
datatype	Data Type	1851	1851	7235	7535	it,predict	
datavalidation	Data Validation	1851	1851	7445	7745	it,predict	
datavault	Data Vault	1851	1851	7270	7570	it,predict	
datawarehouse(dwh)	Data Warehouse (DWH)	1851	1851	7620	7920	it,predict	
datawarehousedwh	Data Warehouse (DWH)	1851	1851	7620	7920	it,predict	
datawarehousing	Data Warehousing	1851	1851	7480	7780	it,predict	
dataworkshop	Data Workshop	1851	1851	7255	7555	it,predict	
date	Date field	1851	1851	7270	7570	it,predict	
date	date	1851	1851	6940	7240	it,predict	
datefield	Date field	1851	1851	7150	7450	it,predict	
dax	DAX	1851	1851	7025	7325	it,predict	
db	DB	1851	1851	6870	7170	it,predict	
db	DB Migration	1851	1851	7340	7640	it,predict	
db	DB Replication	1851	1851	7410	7710	it,predict	
db	DB Seed	1851	1851	7165	7465	it,predict	
db	DB Transaction	1851	1851	7410	7710	it,predict	
dbaas	DBaaS	1851	1851	6975	7275	it,predict	
dbc	DbC	1851	1851	7025	7325	it,predict	
dbcontext	DbContext	1851	1851	7115	7415	it,predict	
dbcs	DBCS	1851	1851	7060	7360	it,predict	
dbmigration	DB Migration	1851	1851	7340	7640	it,predict	
dbms	DBMS	1851	1851	6940	7240	it,predict	
dbpaas	dbPaaS	1851	1851	7010	7310	it,predict	
dbreplication	DB Replication	1851	1851	7410	7710	it,predict	
dbscan	DBSCAN	1851	1851	7010	7310	it,predict	
dbseed	DB Seed	1851	1851	7165	7465	it,predict	
dbset	DbSet	1851	1851	6975	7275	it,predict	
dbt	dbt	1851	1851	6905	7205	it,predict	
dbtransaction	DB Transaction	1851	1851	7410	7710	it,predict	
dc	DC Pension Plan	1851	1851	7445	7745	it,predict	
dce	DCE	1851	1851	7025	7325	it,predict	
dcl	DCL	1851	1851	6905	7205	it,predict	
dcpensionplan	DC Pension Plan	1851	1851	7445	7745	it,predict	
dd	D&D	1851	1851	7025	7325	it,predict	
dd	dd	1851	1851	6870	7170	it,predict	
ddd	DDD	1851	1851	6905	7205	it,predict	
ddd	DDD Aggregate	1851	1851	7375	7675	it,predict	
ddd	DDD Domain Model	1851	1851	7480	7780	it,predict	
dddaggregate	DDD Aggregate	1851	1851	7375	7675	it,predict	
ddddomainmodel	DDD Domain Model	1851	1851	7480	7780	it,predict	
dddm	DDDM	1851	1851	7060	7360	it,predict	
ddl	DDL	1851	1851	6905	7205	it,predict	
ddos	DDoS	1851	1851	6940	7240	it,predict	
ddos	DDoS Protection	1851	1851	7445	7745	it,predict	
ddosprotection	DDoS Protection	1851	1851	7445	7745	it,predict	
ddpm	DDPM	1851	1851	7060	7360	it,predict	
de	De Morgan's Laws	1851	1851	7480	7780	it,predict	
de&i	DE&I	1851	1851	6940	7240	it,predict	
dead	Dead Code	1851	1851	7235	7535	it,predict	
dead	Dead Code Elimination	1851	1851	7620	7920	it,predict	
dead	Dead JavaScript	1851	1851	7445	7745	it,predict	
dead	Dead Letter Queue	1851	1851	7515	7815	it,predict	
dead	Dead Man's Switch	1851	1851	7515	7815	it,predict	
deadcode	Dead Code	1851	1851	7235	7535	it,predict	
deadcodeelimination	Dead Code Elimination	1851	1851	7500	7800	it,predict	
deadjavascript	Dead JavaScript	1851	1851	7445	7745	it,predict	
deadletterqueue	Dead Letter Queue	1851	1851	7515	7815	it,predict	
deadline	Deadline Overdue Detection	1851	1851	7620	7920	it,predict	
deadline	deadline	1851	1851	7080	7380	it,predict	
deadlineoverduedetection	Deadline Overdue Detection	1851	1851	7620	7920	it,predict	
deadlock	Deadlock Avoidance	1851	1851	7550	7850	it,predict	
deadlock	deadlock	1851	1851	7200	7500	it,predict	
deadlockavoidance	Deadlock Avoidance	1851	1851	7550	7850	it,predict	
deadman'sswitch	Dead Man's Switch	1851	1851	7515	7815	it,predict	
deadmansswitch	Dead Man's Switch	1851	1851	7515	7815	it,predict	
deal	Deal Qualification	1851	1851	7550	7850	it,predict	
deal	Deal Ranking	1851	1851	7340	7640	it,predict	
dealqualification	Deal Qualification	1851	1851	7550	7850	it,predict	
dealranking	Deal Ranking	1851	1851	7340	7640	it,predict	
debate	Debate Evaluation	1851	1851	7515	7815	it,predict	
debateevaluation	Debate Evaluation	1851	1851	7515	7815	it,predict	
debezium	Debezium	1851	1851	7080	7380	it,predict	
debian	Debian	1851	1851	7010	7310	it,predict	
debt	Debt	1851	1851	7060	7360	it,predict	
debt	Debt Financing	1851	1851	7410	7710	it,predict	
debtfinancing	Debt Financing	1851	1851	7410	7710	it,predict	
debug	DEBUG	1851	1851	6975	7275	it,predict	
debug	Debug Configuration	1851	1851	7585	7885	it,predict	
debug	Debug Configuration in Visual Studio	1851	1851	7620	7920	it,predict	
debug.print	Debug.Print	1851	1851	7185	7485	it,predict	
debugconfiguration	Debug Configuration	1851	1851	7465	7765	it,predict	
debugconfigurationinvisualstudio	Debug Configuration in Visual Studio	1851	1851	7500	7800	it,predict	
debugger	Debugger	1851	1851	7080	7380	it,predict	
debugger	Debugger Extension	1851	1851	7550	7850	it,predict	
debuggerextension	Debugger Extension	1851	1851	7430	7730	it,predict	
debugging	debugging	1851	1851	7115	7415	it,predict	
debugprint	Debug.Print	1851	1851	7305	7605	it,predict	
decision	Decision Authority	1851	1851	7550	7850	it,predict	
decision	Decision Deferral	1851	1851	7515	7815	it,predict	
decision	Decision Log Review	1851	1851	7585	7885	it,predict	
decision	Decision Table	1851	1851	7410	7710	it,predict	
decision	Decision Table Testing	1851	1851	7620	7920	it,predict	
decision	Decision Tree	1851	1851	7375	7675	it,predict	
decision-making	Decision-Making Framework	1851	1851	7620	7920	it,predict	
decision-making	Decision-Making Layer	1851	1851	7620	7920	it,predict	
decision-makingframework	Decision-Making Framework	1851	1851	7620	7920	it,predict	
decision-makinglayer	Decision-Making Layer	1851	1851	7620	7920	it,predict	
decisionauthority	Decision Authority	1851	1851	7550	7850	it,predict	
decisiondeferral	Decision Deferral	1851	1851	7515	7815	it,predict	
decisionlogreview	Decision Log Review	1851	1851	7585	7885	it,predict	
decisionmakingframework	Decision-Making Framework	1851	1851	7620	7920	it,predict	
decisionmakinglayer	Decision-Making Layer	1851	1851	7620	7920	it,predict	
decisiontable	Decision Table	1851	1851	7410	7710	it,predict	
decisiontabletesting	Decision Table Testing	1851	1851	7620	7920	it,predict	
decisiontree	Decision Tree	1851	1851	7375	7675	it,predict	
declaration	Declaration File	1851	1851	7480	7780	it,predict	
declaration	Declaration Merging	1851	1851	7585	7885	it,predict	
declaration	declaration	1851	1851	7185	7485	it,predict	
declaration	declaration flag	1851	1851	7480	7780	it,predict	
declarationfile	Declaration File	1851	1851	7480	7780	it,predict	
declarationflag	declaration flag	1851	1851	7480	7780	it,predict	
declarationmerging	Declaration Merging	1851	1851	7585	7885	it,predict	
declarative	Declarative Language	1851	1851	7620	7920	it,predict	
declarative	Declarative Partitioning	1851	1851	7620	7920	it,predict	
declarative	declarative programming	1851	1851	7620	7920	it,predict	
declarativelanguage	Declarative Language	1851	1851	7500	7800	it,predict	
declarativepartitioning	Declarative Partitioning	1851	1851	7620	7920	it,predict	
declarativeprogramming	declarative programming	1851	1851	7620	7920	it,predict	
declare	declare	1851	1851	7045	7345	it,predict	
decomposability	Decomposability	1851	1851	7445	7745	it,predict	
decompressionstream	DecompressionStream	1851	1851	7585	7885	it,predict	
decorator	Decorator	1851	1851	7115	7415	it,predict	
decorator	Decorator (TypeScript)	1851	1851	7620	7920	it,predict	
decorator(typescript)	Decorator (TypeScript)	1851	1851	7620	7920	it,predict	
decoratortypescript	Decorator (TypeScript)	1851	1851	7620	7920	it,predict	
decryption	decryption	1851	1851	7150	7450	it,predict	
dedicated	Dedicated Connection	1851	1851	7620	7920	it,predict	
dedicated	Dedicated Host	1851	1851	7410	7710	it,predict	
dedicated	Dedicated VM Host	1851	1851	7515	7815	it,predict	
dedicated	Dedicated Worker	1851	1851	7480	7780	it,predict	
dedicatedconnection	Dedicated Connection	1851	1851	7620	7920	it,predict	
dedicatedhost	Dedicated Host	1851	1851	7410	7710	it,predict	
dedicatedvmhost	Dedicated VM Host	1851	1851	7515	7815	it,predict	
dedicatedworker	Dedicated Worker	1851	1851	7480	7780	it,predict	
deep	Deep Learning	1851	1851	7375	7675	it,predict	
deep	Deep Link	1851	1851	7235	7535	it,predict	
deep	Deep Sleep	1851	1851	7270	7570	it,predict	
deeplearning	Deep Learning	1851	1851	7375	7675	it,predict	
deeplink	Deep Link	1851	1851	7235	7535	it,predict	
deepsleep	Deep Sleep	1851	1851	7270	7570	it,predict	
default	DEFAULT Constraint	1851	1851	7550	7850	it,predict	
default	Default Gateway	1851	1851	7445	7745	it,predict	
default	Default Type Arguments	1851	1851	7620	7920	it,predict	
default	Default Value	1851	1851	7375	7675	it,predict	
default	default	1851	1851	7045	7345	it,predict	
defaultconstraint	DEFAULT Constraint	1851	1851	7550	7850	it,predict	
defaultgateway	Default Gateway	1851	1851	7445	7745	it,predict	
defaulttypearguments	Default Type Arguments	1851	1851	7620	7920	it,predict	
defaultvalue	Default Value	1851	1851	7375	7675	it,predict	
defaultvalue	defaultValue in context	1851	1851	7620	7920	it,predict	
defaultvalueincontext	defaultValue in context	1851	1851	7500	7800	it,predict	
defect	Defect	1851	1851	7130	7430	it,predict	
defect	Defect Analysis Method	1851	1851	7620	7920	it,predict	
defect	Defect Management Flow	1851	1851	7620	7920	it,predict	
defect	defect management	1851	1851	7515	7815	it,predict	
defect	defect ticket	1851	1851	7375	7675	it,predict	
defectanalysismethod	Defect Analysis Method	1851	1851	7620	7920	it,predict	
defectmanagement	defect management	1851	1851	7515	7815	it,predict	
defectmanagementflow	Defect Management Flow	1851	1851	7620	7920	it,predict	
defectticket	defect ticket	1851	1851	7375	7675	it,predict	
defense	Defense	1851	1851	7165	7465	it,predict	
defense	Defense in Depth	1851	1851	7480	7780	it,predict	
defenseindepth	Defense in Depth	1851	1851	7480	7780	it,predict	
defer	defer script	1851	1851	7340	7640	it,predict	
deferscript	defer script	1851	1851	7340	7640	it,predict	
defined	Defined Contribution Pension	1851	1851	7620	7920	it,predict	
definedcontributionpension	Defined Contribution Pension	1851	1851	7620	7920	it,predict	
definition	Definition	1851	1851	7270	7570	it,predict	
definition	Definition of Done	1851	1851	7550	7850	it,predict	
definition	Definition of Done (Extended 1)	1851	1851	7620	7920	it,predict	
definitionofdone	Definition of Done	1851	1851	7430	7730	it,predict	
definitionofdone(extended1)	Definition of Done (Extended 1)	1851	1851	7620	7920	it,predict	
definitionofdoneextended1	Definition of Done (Extended 1)	1851	1851	7620	7920	it,predict	
dei	DE&I	1851	1851	7060	7360	it,predict	
del	del	1851	1851	7025	7325	it,predict	
delay	delay	1851	1851	6975	7275	it,predict	
delegated	Delegated Authority Regulations	1851	1851	7620	7920	it,predict	
delegatedauthorityregulations	Delegated Authority Regulations	1851	1851	7620	7920	it,predict	
delegation	Delegation Contract	1851	1851	7585	7885	it,predict	
delegation	Delegation Token	1851	1851	7480	7780	it,predict	
delegationcontract	Delegation Contract	1851	1851	7585	7885	it,predict	
delegationtoken	Delegation Token	1851	1851	7480	7780	it,predict	
delete	DELETE	1851	1851	7010	7310	it,predict	
deletion	Deletion	1851	1851	7200	7500	it,predict	
delimited	Delimited Continuation	1851	1851	7620	7920	it,predict	
delimitedcontinuation	Delimited Continuation	1851	1851	7620	7920	it,predict	
deliverable	Deliverable	1851	1851	7305	7605	it,predict	
deliverable	Deliverable Flow	1851	1851	7480	7780	it,predict	
deliverableflow	Deliverable Flow	1851	1851	7480	7780	it,predict	
delivery	Delivery	1851	1851	7200	7500	it,predict	
delivery	Delivery Date	1851	1851	7375	7675	it,predict	
delivery	Delivery Responsibility	1851	1851	7620	7920	it,predict	
deliverydate	Delivery Date	1851	1851	7375	7675	it,predict	
deliveryresponsibility	Delivery Responsibility	1851	1851	7620	7920	it,predict	
delta	Delta Lake	1851	1851	7270	7570	it,predict	
deltalake	Delta Lake	1851	1851	7150	7450	it,predict	
demorgan'slaws	De Morgan's Laws	1851	1851	7480	7780	it,predict	
demorganslaws	De Morgan's Laws	1851	1851	7480	7780	it,predict	
demotion	Demotion	1851	1851	7200	7500	it,predict	
deno	Deno	1851	1851	6940	7240	it,predict	
denormalization	Denormalization Strategy	1851	1851	7620	7920	it,predict	
denormalizationstrategy	Denormalization Strategy	1851	1851	7620	7920	it,predict	
dense	Dense Retrieval	1851	1851	7445	7745	it,predict	
dense	Dense Vector	1851	1851	7340	7640	it,predict	
denseretrieval	Dense Retrieval	1851	1851	7445	7745	it,predict	
densevector	Dense Vector	1851	1851	7340	7640	it,predict	
density-based	Density-Based Spatial Clustering of Applications with Noise	1851	1851	7620	7920	it,predict	
density-basedspatialclusteringofapplicationswithnoise	Density-Based Spatial Clustering of Applications with Noise	1851	1851	7620	7920	it,predict	
densitybasedspatialclusteringofapplicationswithnoise	Density-Based Spatial Clustering of Applications with Noise	1851	1851	7620	7920	it,predict	
department	Department Assignment	1851	1851	7620	7920	it,predict	
departmental	Departmental Profitability	1851	1851	7620	7920	it,predict	
departmentalprofitability	Departmental Profitability	1851	1851	7620	7920	it,predict	
departmentassignment	Department Assignment	1851	1851	7620	7920	it,predict	
departure	Departure Allowance	1851	1851	7585	7885	it,predict	
departureallowance	Departure Allowance	1851	1851	7585	7885	it,predict	
dependabot	Dependabot	1851	1851	7150	7450	it,predict	
dependabot	Dependabot Alerts	1851	1851	7515	7815	it,predict	
dependabot	Dependabot Security Updates	1851	1851	7620	7920	it,predict	
dependabot	Dependabot Version Updates	1851	1851	7620	7920	it,predict	
dependabot	Dependabot alert	1851	1851	7480	7780	it,predict	
dependabot	Dependabot security update	1851	1851	7620	7920	it,predict	
dependabot	Dependabot version update	1851	1851	7620	7920	it,predict	
dependabot.yml	dependabot.yml	1851	1851	7290	7590	it,predict	
dependabotalert	Dependabot alert	1851	1851	7360	7660	it,predict	
dependabotalerts	Dependabot Alerts	1851	1851	7515	7815	it,predict	
dependabotsecurityupdate	Dependabot security update	1851	1851	7500	7800	it,predict	
dependabotsecurityupdates	Dependabot Security Updates	1851	1851	7500	7800	it,predict	
dependabotversionupdate	Dependabot version update	1851	1851	7500	7800	it,predict	
dependabotversionupdates	Dependabot Version Updates	1851	1851	7500	7800	it,predict	
dependabotyml	dependabot.yml	1851	1851	7410	7710	it,predict	
dependency	Dependency Audit	1851	1851	7480	7780	it,predict	
dependency	Dependency Confusion	1851	1851	7620	7920	it,predict	
dependency	Dependency Control	1851	1851	7550	7850	it,predict	
dependency	Dependency Direction	1851	1851	7620	7920	it,predict	
dependency	Dependency Failure	1851	1851	7550	7850	it,predict	
dependency	Dependency Injection in .NET	1851	1851	7620	7920	it,predict	
dependency	Dependency Inversion Application	1851	1851	7620	7920	it,predict	
dependency	Dependency Pinning	1851	1851	7550	7850	it,predict	
dependency	Dependency Review	1851	1851	7515	7815	it,predict	
dependency	Dependency Scanning	1851	1851	7585	7885	it,predict	
dependency	Dependency graph	1851	1851	7480	7780	it,predict	
dependency	dependency	1851	1851	7150	7450	it,predict	
dependency	dependency array	1851	1851	7480	7780	it,predict	
dependency	dependency injection	1851	1851	7620	7920	it,predict	
dependency	dependency resolution	1851	1851	7620	7920	it,predict	
dependencyarray	dependency array	1851	1851	7360	7660	it,predict	
dependencyaudit	Dependency Audit	1851	1851	7480	7780	it,predict	
dependencyconfusion	Dependency Confusion	1851	1851	7620	7920	it,predict	
dependencycontrol	Dependency Control	1851	1851	7550	7850	it,predict	
dependencydirection	Dependency Direction	1851	1851	7620	7920	it,predict	
dependencyfailure	Dependency Failure	1851	1851	7550	7850	it,predict	
dependencygraph	Dependency graph	1851	1851	7360	7660	it,predict	
dependencyinjection	dependency injection	1851	1851	7500	7800	it,predict	
dependencyinjectionin.net	Dependency Injection in .NET	1851	1851	7500	7800	it,predict	
dependencyinjectioninnet	Dependency Injection in .NET	1851	1851	7620	7920	it,predict	
dependencyinversionapplication	Dependency Inversion Application	1851	1851	7620	7920	it,predict	
dependencypinning	Dependency Pinning	1851	1851	7550	7850	it,predict	
dependencyresolution	dependency resolution	1851	1851	7620	7920	it,predict	
dependencyreview	Dependency Review	1851	1851	7515	7815	it,predict	
dependencyscanning	Dependency Scanning	1851	1851	7585	7885	it,predict	
dependent	Dependent Entity	1851	1851	7480	7780	it,predict	
dependent	Dependent Type	1851	1851	7410	7710	it,predict	
dependententity	Dependent Entity	1851	1851	7480	7780	it,predict	
dependenttype	Dependent Type	1851	1851	7410	7710	it,predict	
deploy	Deploy Freeze Lift	1851	1851	7550	7850	it,predict	
deploy	Deploy Frequency	1851	1851	7480	7780	it,predict	
deploy	Deploy Health Check	1851	1851	7585	7885	it,predict	
deploy	Deploy Key	1851	1851	7270	7570	it,predict	
deploy	Deploy Pipeline	1851	1851	7445	7745	it,predict	
deploy	Deploy Window	1851	1851	7375	7675	it,predict	
deployfreezelift	Deploy Freeze Lift	1851	1851	7550	7850	it,predict	
deployfrequency	Deploy Frequency	1851	1851	7480	7780	it,predict	
deployhealthcheck	Deploy Health Check	1851	1851	7585	7885	it,predict	
deploykey	Deploy Key	1851	1851	7270	7570	it,predict	
deployment	Deployment	1851	1851	7150	7450	it,predict	
deployment	Deployment Diagram	1851	1851	7550	7850	it,predict	
deployment	Deployment Environment	1851	1851	7620	7920	it,predict	
deployment	Deployment Environments	1851	1851	7620	7920	it,predict	
deployment	Deployment Gate	1851	1851	7445	7745	it,predict	
deployment	Deployment Health	1851	1851	7515	7815	it,predict	
deployment	Deployment Lock	1851	1851	7445	7745	it,predict	
deployment	Deployment Protection Rules	1851	1851	7620	7920	it,predict	
deployment	Deployment Rollout	1851	1851	7550	7850	it,predict	
deployment	Deployment Strategy	1851	1851	7585	7885	it,predict	
deployment	Deployment Unit	1851	1851	7445	7745	it,predict	
deploymentdiagram	Deployment Diagram	1851	1851	7550	7850	it,predict	
deploymentenvironment	Deployment Environment	1851	1851	7620	7920	it,predict	
deploymentenvironments	Deployment Environments	1851	1851	7620	7920	it,predict	
deploymentgate	Deployment Gate	1851	1851	7445	7745	it,predict	
deploymenthealth	Deployment Health	1851	1851	7515	7815	it,predict	
deploymentlock	Deployment Lock	1851	1851	7445	7745	it,predict	
deploymentprotectionrules	Deployment Protection Rules	1851	1851	7620	7920	it,predict	
deploymentrollout	Deployment Rollout	1851	1851	7430	7730	it,predict	
deploymentstrategy	Deployment Strategy	1851	1851	7585	7885	it,predict	
deploymentunit	Deployment Unit	1851	1851	7445	7745	it,predict	
deploypipeline	Deploy Pipeline	1851	1851	7445	7745	it,predict	
deploywindow	Deploy Window	1851	1851	7375	7675	it,predict	
deposit	Deposit	1851	1851	7165	7465	it,predict	
deposit	Deposit Request	1851	1851	7445	7745	it,predict	
depositrequest	Deposit Request	1851	1851	7445	7745	it,predict	
deprecated	Deprecated Version	1851	1851	7550	7850	it,predict	
deprecatedversion	Deprecated Version	1851	1851	7550	7850	it,predict	
deprecation	Deprecation	1851	1851	7305	7605	it,predict	
depreciation	Depreciation	1851	1851	7340	7640	it,predict	
deque	Deque	1851	1851	6975	7275	it,predict	
deregistration	Deregistration Delay	1851	1851	7620	7920	it,predict	
deregistrationdelay	Deregistration Delay	1851	1851	7620	7920	it,predict	
derived	Derived Document	1851	1851	7480	7780	it,predict	
deriveddocument	Derived Document	1851	1851	7480	7780	it,predict	
deserialize	deserialize	1851	1851	7185	7485	it,predict	
design	Design	1851	1851	7130	7430	it,predict	
design	Design Color System	1851	1851	7585	7885	it,predict	
design	Design First	1851	1851	7340	7640	it,predict	
design	Design Review	1851	1851	7375	7675	it,predict	
design	Design Spec	1851	1851	7305	7605	it,predict	
design	Design Specification	1851	1851	7620	7920	it,predict	
design	Design Surface	1851	1851	7410	7710	it,predict	
design	Design Thinking	1851	1851	7445	7745	it,predict	
design	Design by Contract	1851	1851	7550	7850	it,predict	
design	Design for Failure	1851	1851	7550	7850	it,predict	
design	design deviation	1851	1851	7480	7780	it,predict	
design	design document	1851	1851	7445	7745	it,predict	
design	design pattern	1851	1851	7410	7710	it,predict	
design-implementation	Design-Implementation Divergence	1851	1851	7620	7920	it,predict	
design-implementationdivergence	Design-Implementation Divergence	1851	1851	7620	7920	it,predict	
designbycontract	Design by Contract	1851	1851	7550	7850	it,predict	
