# license: MIT
reading	surface	left_id	right_id	word_cost	prediction_cost	flags	annotation
retained	Retained Sales	1851	1851	7410	7710	it,predict	
retained	Retained Surplus	1851	1851	7480	7780	it,predict	
retainedpersonaldata	Retained Personal Data	1851	1851	7620	7920	it,predict	
retainedsales	Retained Sales	1851	1851	7410	7710	it,predict	
retainedsurplus	Retained Surplus	1851	1851	7480	7780	it,predict	
retainer	Retainer Fee	1851	1851	7340	7640	it,predict	
retainerfee	Retainer Fee	1851	1851	7340	7640	it,predict	
retention	Retention Period	1851	1851	7480	7780	it,predict	
retention	Retention Period Definition	1851	1851	7620	7920	it,predict	
retentionperiod	Retention Period	1851	1851	7480	7780	it,predict	
retentionperioddefinition	Retention Period Definition	1851	1851	7620	7920	it,predict	
retest	retest	1851	1851	7130	7430	it,predict	
retirement	Retirement Allowance	1851	1851	7620	7920	it,predict	
retirement	Retirement Benefit	1851	1851	7550	7850	it,predict	
retirement	Retirement at Prescribed Age	1851	1851	7620	7920	it,predict	
retirementallowance	Retirement Allowance	1851	1851	7620	7920	it,predict	
retirementatprescribedage	Retirement at Prescribed Age	1851	1851	7620	7920	it,predict	
retirementbenefit	Retirement Benefit	1851	1851	7550	7850	it,predict	
retransmission	Retransmission Timeout	1851	1851	7620	7920	it,predict	
retransmissiontimeout	Retransmission Timeout	1851	1851	7620	7920	it,predict	
retrospective	Retrospective Items	1851	1851	7585	7885	it,predict	
retrospectiveitems	Retrospective Items	1851	1851	7585	7885	it,predict	
retry	Retry Control	1851	1851	7375	7675	it,predict	
retry	Retry Design	1851	1851	7340	7640	it,predict	
retry	Retry Queue	1851	1851	7305	7605	it,predict	
retry	Retry Storm	1851	1851	7305	7605	it,predict	
retry	Retry Strategy	1851	1851	7410	7710	it,predict	
retry	retry	1851	1851	7095	7395	it,predict	
retrycontrol	Retry Control	1851	1851	7375	7675	it,predict	
retrydesign	Retry Design	1851	1851	7340	7640	it,predict	
retryqueue	Retry Queue	1851	1851	7305	7605	it,predict	
retrystorm	Retry Storm	1851	1851	7185	7485	it,predict	
retrystrategy	Retry Strategy	1851	1851	7410	7710	it,predict	
return	Return Message	1851	1851	7410	7710	it,predict	
return	Return to Work	1851	1851	7410	7710	it,predict	
return	return	1851	1851	7010	7310	it,predict	
return	return value	1851	1851	7340	7640	it,predict	
returning	RETURNING	1851	1851	7235	7535	it,predict	
returnmessage	Return Message	1851	1851	7410	7710	it,predict	
returntowork	Return to Work	1851	1851	7410	7710	it,predict	
returntype	ReturnType	1851	1851	7150	7450	it,predict	
returnvalue	return value	1851	1851	7220	7520	it,predict	
reusable	Reusable Workflows	1851	1851	7550	7850	it,predict	
reusable	Reusable workflow	1851	1851	7515	7815	it,predict	
reusableworkflow	Reusable workflow	1851	1851	7395	7695	it,predict	
reusableworkflows	Reusable Workflows	1851	1851	7550	7850	it,predict	
reuse	reuse	1851	1851	7095	7395	it,predict	
revalidatepath	revalidatePath	1851	1851	7290	7590	it,predict	
revalidatetag	revalidateTag	1851	1851	7255	7555	it,predict	
revenue	Revenue	1851	1851	7165	7465	it,predict	
revenue	Revenue Investigation	1851	1851	7620	7920	it,predict	
revenue	Revenue Stamp	1851	1851	7375	7675	it,predict	
revenue	Revenue and Expense Plan	1851	1851	7620	7920	it,predict	
revenueandexpenseplan	Revenue and Expense Plan	1851	1851	7620	7920	it,predict	
revenueinvestigation	Revenue Investigation	1851	1851	7620	7920	it,predict	
revenuestamp	Revenue Stamp	1851	1851	7375	7675	it,predict	
reversal	reversal phenomenon	1851	1851	7585	7885	it,predict	
reversalphenomenon	reversal phenomenon	1851	1851	7585	7885	it,predict	
reverse	Reverse ETL	1851	1851	7305	7605	it,predict	
reverse	Reverse Engineering	1851	1851	7585	7885	it,predict	
reverse	reverse proxy	1851	1851	7375	7675	it,predict	
reverseengineering	Reverse Engineering	1851	1851	7585	7885	it,predict	
reverseetl	Reverse ETL	1851	1851	7305	7605	it,predict	
reverseproxy	reverse proxy	1851	1851	7375	7675	it,predict	
review	Review	1851	1851	7130	7430	it,predict	
review	Review Density	1851	1851	7410	7710	it,predict	
review	Review Execution Plan	1851	1851	7620	7920	it,predict	
review	Review Issue Tracking Table	1851	1851	7620	7920	it,predict	
review	Review and Adjustment	1851	1851	7620	7920	it,predict	
review	Review comment	1851	1851	7410	7710	it,predict	
review	Review request	1851	1851	7410	7710	it,predict	
reviewandadjustment	Review and Adjustment	1851	1851	7620	7920	it,predict	
reviewcomment	Review comment	1851	1851	7290	7590	it,predict	
reviewdensity	Review Density	1851	1851	7410	7710	it,predict	
reviewexecutionplan	Review Execution Plan	1851	1851	7620	7920	it,predict	
reviewissuetrackingtable	Review Issue Tracking Table	1851	1851	7620	7920	it,predict	
reviewrequest	Review request	1851	1851	7290	7590	it,predict	
revision	Revision and Abolition	1851	1851	7620	7920	it,predict	
revisionandabolition	Revision and Abolition	1851	1851	7620	7920	it,predict	
reward	Reward and Punishment Policy	1851	1851	7620	7920	it,predict	
rewardandpunishmentpolicy	Reward and Punishment Policy	1851	1851	7620	7920	it,predict	
rework	Rework Rate	1851	1851	7305	7605	it,predict	
reworkrate	Rework Rate	1851	1851	7305	7605	it,predict	
rewrite	rewrite	1851	1851	7165	7465	it,predict	
rfc	RFC 7662	1851	1851	7200	7500	it,predict	
rfc	RFC 7807	1851	1851	7200	7500	it,predict	
rfc	RFC 8446	1851	1851	7200	7500	it,predict	
rfc	RFC 8594	1851	1851	7200	7500	it,predict	
rfc7662	RFC 7662	1851	1851	7200	7500	it,predict	
rfc7807	RFC 7807	1851	1851	7200	7500	it,predict	
rfc8446	RFC 8446	1851	1851	7200	7500	it,predict	
rfc8594	RFC 8594	1851	1851	7200	7500	it,predict	
rfi	RFI	1851	1851	6905	7205	it,predict	
rfp	RFP	1851	1851	6905	7205	it,predict	
rgb	RGB LED	1851	1851	7165	7465	it,predict	
rgbled	RGB LED	1851	1851	7165	7465	it,predict	
rhel	RHEL	1851	1851	6940	7240	it,predict	
rhf	RHF	1851	1851	7025	7325	it,predict	
ri	RI Purchase Planning	1851	1851	7620	7920	it,predict	
ri	ri	1851	1851	6990	7290	it,predict	
ric	rIC	1851	1851	7025	7325	it,predict	
rich	Rich Interaction	1851	1851	7480	7780	it,predict	
richardson	Richardson Maturity Model	1851	1851	7620	7920	it,predict	
richardsonmaturitymodel	Richardson Maturity Model	1851	1851	7620	7920	it,predict	
richinteraction	Rich Interaction	1851	1851	7480	7780	it,predict	
ridge	Ridge	1851	1851	7095	7395	it,predict	
right	right click	1851	1851	7305	7605	it,predict	
rightclick	right click	1851	1851	7185	7485	it,predict	
rightsizing	Rightsizing	1851	1851	7185	7485	it,predict	
ringi	Ringi	1851	1851	7095	7395	it,predict	
ringi	Ringi Process Regulations	1851	1851	7620	7920	it,predict	
ringiprocessregulations	Ringi Process Regulations	1851	1851	7620	7920	it,predict	
ripurchaseplanning	RI Purchase Planning	1851	1851	7620	7920	it,predict	
risc	RISC Design	1851	1851	7305	7605	it,predict	
risc-v	RISC-V	1851	1851	7010	7310	it,predict	
risc-v	RISC-V ISA	1851	1851	7270	7570	it,predict	
risc-visa	RISC-V ISA	1851	1851	7270	7570	it,predict	
riscdesign	RISC Design	1851	1851	7305	7605	it,predict	
riscv	RISC-V	1851	1851	7130	7430	it,predict	
riscvisa	RISC-V ISA	1851	1851	7270	7570	it,predict	
risk	Risk	1851	1851	7060	7360	it,predict	
risk	Risk Acceptance	1851	1851	7445	7745	it,predict	
risk	Risk Assessment	1851	1851	7445	7745	it,predict	
risk	Risk Assessment Level	1851	1851	7620	7920	it,predict	
risk	Risk Avoidance	1851	1851	7410	7710	it,predict	
risk	Risk Compliance Oversight Committee	1851	1851	7620	7920	it,predict	
risk	Risk Control	1851	1851	7340	7640	it,predict	
risk	Risk Control Policy	1851	1851	7585	7885	it,predict	
risk	Risk Countermeasure	1851	1851	7585	7885	it,predict	
risk	Risk Loss Management Framework	1851	1851	7620	7920	it,predict	
risk	Risk Management	1851	1851	7445	7745	it,predict	
risk	Risk Management Policy	1851	1851	7620	7920	it,predict	
risk	Risk Mitigation	1851	1851	7445	7745	it,predict	
risk	Risk Register	1851	1851	7375	7675	it,predict	
risk	Risk Transfer	1851	1851	7375	7675	it,predict	
risk	Risk Value	1851	1851	7270	7570	it,predict	
risk	Risk and Compliance Committee	1851	1851	7620	7920	it,predict	
riskacceptance	Risk Acceptance	1851	1851	7445	7745	it,predict	
riskandcompliancecommittee	Risk and Compliance Committee	1851	1851	7620	7920	it,predict	
riskassessment	Risk Assessment	1851	1851	7445	7745	it,predict	
riskassessmentlevel	Risk Assessment Level	1851	1851	7620	7920	it,predict	
riskavoidance	Risk Avoidance	1851	1851	7410	7710	it,predict	
riskcomplianceoversightcommittee	Risk Compliance Oversight Committee	1851	1851	7620	7920	it,predict	
riskcontrol	Risk Control	1851	1851	7340	7640	it,predict	
riskcontrolpolicy	Risk Control Policy	1851	1851	7585	7885	it,predict	
riskcountermeasure	Risk Countermeasure	1851	1851	7585	7885	it,predict	
risklossmanagementframework	Risk Loss Management Framework	1851	1851	7620	7920	it,predict	
riskmanagement	Risk Management	1851	1851	7445	7745	it,predict	
riskmanagementpolicy	Risk Management Policy	1851	1851	7620	7920	it,predict	
riskmitigation	Risk Mitigation	1851	1851	7445	7745	it,predict	
riskregister	Risk Register	1851	1851	7375	7675	it,predict	
risktransfer	Risk Transfer	1851	1851	7375	7675	it,predict	
riskvalue	Risk Value	1851	1851	7270	7570	it,predict	
rl	RL	1851	1851	6990	7290	it,predict	
rlhf	RLHF	1851	1851	6940	7240	it,predict	
rls	RLS	1851	1851	7025	7325	it,predict	
rm	rm	1851	1851	6870	7170	it,predict	
rman	RMAN	1851	1851	6940	7240	it,predict	
rmmod	rmmod	1851	1851	6975	7275	it,predict	
rni	rni	1851	1851	7025	7325	it,predict	
rnn	RNN	1851	1851	6905	7205	it,predict	
roadmap	Roadmap layout	1851	1851	7410	7710	it,predict	
roadmaplayout	Roadmap layout	1851	1851	7290	7590	it,predict	
rob	ROB	1851	1851	7025	7325	it,predict	
robot	Robot	1851	1851	7095	7395	it,predict	
robustness	Robustness	1851	1851	7270	7570	it,predict	
robustness	Robustness Analysis	1851	1851	7585	7885	it,predict	
robustness	Robustness Analysis Diagram	1851	1851	7620	7920	it,predict	
robustness	Robustness Diagram	1851	1851	7550	7850	it,predict	
robustnessanalysis	Robustness Analysis	1851	1851	7585	7885	it,predict	
robustnessanalysisdiagram	Robustness Analysis Diagram	1851	1851	7620	7920	it,predict	
robustnessdiagram	Robustness Diagram	1851	1851	7550	7850	it,predict	
roc	ROC Curve	1851	1851	7235	7535	it,predict	
roccurve	ROC Curve	1851	1851	7235	7535	it,predict	
rocksdb	RocksDB	1851	1851	7045	7345	it,predict	
rocky	Rocky Linux	1851	1851	7305	7605	it,predict	
rockylinux	Rocky Linux	1851	1851	7185	7485	it,predict	
roe	ROE	1851	1851	6905	7205	it,predict	
roi	ROI	1851	1851	6905	7205	it,predict	
roi	ROI Evaluation	1851	1851	7410	7710	it,predict	
roic	ROIC	1851	1851	6940	7240	it,predict	
roievaluation	ROI Evaluation	1851	1851	7410	7710	it,predict	
rolap	ROLAP	1851	1851	6975	7275	it,predict	
role	Role (Cloud IAM)	1851	1851	7480	7780	it,predict	
role	Role Assignment	1851	1851	7445	7745	it,predict	
role	Role Binding	1851	1851	7340	7640	it,predict	
role	Role Expectation Definition	1851	1851	7620	7920	it,predict	
role	Role Expectations	1851	1851	7515	7815	it,predict	
role	Role List	1851	1851	7235	7535	it,predict	
role	role attribute	1851	1851	7410	7710	it,predict	
role(cloudiam)	Role (Cloud IAM)	1851	1851	7480	7780	it,predict	
role-based	Role-Based Access Control	1851	1851	7620	7920	it,predict	
role-basedaccesscontrol	Role-Based Access Control	1851	1851	7620	7920	it,predict	
role-separated	Role-Separated AI	1851	1851	7515	7815	it,predict	
role-separatedai	Role-Separated AI	1851	1851	7515	7815	it,predict	
roleassignment	Role Assignment	1851	1851	7445	7745	it,predict	
roleattribute	role attribute	1851	1851	7410	7710	it,predict	
rolebasedaccesscontrol	Role-Based Access Control	1851	1851	7620	7920	it,predict	
rolebinding	Role Binding	1851	1851	7220	7520	it,predict	
rolecloudiam	Role (Cloud IAM)	1851	1851	7480	7780	it,predict	
roleexpectationdefinition	Role Expectation Definition	1851	1851	7620	7920	it,predict	
roleexpectations	Role Expectations	1851	1851	7515	7815	it,predict	
rolelist	Role List	1851	1851	7235	7535	it,predict	
roleseparatedai	Role-Separated AI	1851	1851	7515	7815	it,predict	
roll	Roll Forward	1851	1851	7340	7640	it,predict	
rollback	Rollback Criteria	1851	1851	7515	7815	it,predict	
rollback	Rollback Plan	1851	1851	7375	7675	it,predict	
rollback	Rollback Procedure	1851	1851	7550	7850	it,predict	
rollback	Rollback Revision	1851	1851	7515	7815	it,predict	
rollback	rollback	1851	1851	7200	7500	it,predict	
rollbackcriteria	Rollback Criteria	1851	1851	7515	7815	it,predict	
rollbackplan	Rollback Plan	1851	1851	7375	7675	it,predict	
rollbackprocedure	Rollback Procedure	1851	1851	7550	7850	it,predict	
rollbackrevision	Rollback Revision	1851	1851	7395	7695	it,predict	
rollforward	Roll Forward	1851	1851	7340	7640	it,predict	
rom	ROM	1851	1851	6905	7205	it,predict	
room	Room	1851	1851	6940	7240	it,predict	
room	Room Persistence Library	1851	1851	7620	7920	it,predict	
roompersistencelibrary	Room Persistence Library	1851	1851	7620	7920	it,predict	
root	Root Cause	1851	1851	7270	7570	it,predict	
root	Root Module	1851	1851	7305	7605	it,predict	
root	Root Resource Name	1851	1851	7550	7850	it,predict	
root	root cause analysis	1851	1851	7585	7885	it,predict	
rootcause	Root Cause	1851	1851	7270	7570	it,predict	
rootcauseanalysis	root cause analysis	1851	1851	7585	7885	it,predict	
rootmodule	Root Module	1851	1851	7305	7605	it,predict	
rootresourcename	Root Resource Name	1851	1851	7430	7730	it,predict	
rotary	Rotary Encoder	1851	1851	7410	7710	it,predict	
rotaryencoder	Rotary Encoder	1851	1851	7410	7710	it,predict	
round-robin	Round-Robin Scheduling	1851	1851	7620	7920	it,predict	
round-robinscheduling	Round-Robin Scheduling	1851	1851	7620	7920	it,predict	
rounded	Rounded Corners	1851	1851	7445	7745	it,predict	
roundedcorners	Rounded Corners	1851	1851	7445	7745	it,predict	
roundrobinscheduling	Round-Robin Scheduling	1851	1851	7620	7920	it,predict	
route	Route 53 Health Check	1851	1851	7620	7920	it,predict	
route	Route 53 Resolver	1851	1851	7515	7815	it,predict	
route	Route 53 Traffic Policy	1851	1851	7620	7920	it,predict	
route	Route Guard	1851	1851	7305	7605	it,predict	
route	Route Handler	1851	1851	7375	7675	it,predict	
route	Route Handlers	1851	1851	7410	7710	it,predict	
route	Route Redistribution	1851	1851	7620	7920	it,predict	
route	Route Table	1851	1851	7305	7605	it,predict	
route	route groups	1851	1851	7340	7640	it,predict	
route.ts	route.ts	1851	1851	7200	7500	it,predict	
route.ts	route.ts / route.js	1851	1851	7585	7885	it,predict	
route.ts/route.js	route.ts / route.js	1851	1851	7465	7765	it,predict	
route53healthcheck	Route 53 Health Check	1851	1851	7620	7920	it,predict	
route53resolver	Route 53 Resolver	1851	1851	7515	7815	it,predict	
route53trafficpolicy	Route 53 Traffic Policy	1851	1851	7620	7920	it,predict	
routegroups	route groups	1851	1851	7340	7640	it,predict	
routeguard	Route Guard	1851	1851	7305	7605	it,predict	
routehandler	Route Handler	1851	1851	7375	7675	it,predict	
routehandlers	Route Handlers	1851	1851	7290	7590	it,predict	
router	router	1851	1851	7130	7430	it,predict	
routeredistribution	Route Redistribution	1851	1851	7620	7920	it,predict	
routetable	Route Table	1851	1851	7305	7605	it,predict	
routets	route.ts	1851	1851	7200	7500	it,predict	
routetsroutejs	route.ts / route.js	1851	1851	7585	7885	it,predict	
routine	routine	1851	1851	7165	7465	it,predict	
routing	Routing in ASP.NET Core	1851	1851	7620	7920	it,predict	
routinginasp.netcore	Routing in ASP.NET Core	1851	1851	7500	7800	it,predict	
routinginaspnetcore	Routing in ASP.NET Core	1851	1851	7620	7920	it,predict	
row	Row Level Security	1851	1851	7550	7850	it,predict	
row	Row Security Policy	1851	1851	7585	7885	it,predict	
row	Row Share Lock	1851	1851	7410	7710	it,predict	
row	row	1851	1851	6905	7205	it,predict	
row-gap	row-gap	1851	1851	7165	7465	it,predict	
row-level	Row-Level Lock	1851	1851	7410	7710	it,predict	
row-level	Row-Level Security	1851	1851	7550	7850	it,predict	
row-levellock	Row-Level Lock	1851	1851	7410	7710	it,predict	
row-levelsecurity	Row-Level Security	1851	1851	7550	7850	it,predict	
rowgap	row-gap	1851	1851	7165	7465	it,predict	
rowlevellock	Row-Level Lock	1851	1851	7410	7710	it,predict	
rowlevelsecurity	Row Level Security	1851	1851	7550	7850	it,predict	
rowlevelsecurity	Row-Level Security	1851	1851	7550	7850	it,predict	
rowsecuritypolicy	Row Security Policy	1851	1851	7585	7885	it,predict	
rowsharelock	Row Share Lock	1851	1851	7410	7710	it,predict	
rp2040	RP2040	1851	1851	7010	7310	it,predict	
rp2350	RP2350	1851	1851	7010	7310	it,predict	
rpa	RPA	1851	1851	6905	7205	it,predict	
rpc	RPC	1851	1851	6905	7205	it,predict	
rpm	RPM	1851	1851	6905	7205	it,predict	
rpm	RPM Package Manager	1851	1851	7585	7885	it,predict	
rpmpackagemanager	RPM Package Manager	1851	1851	7585	7885	it,predict	
rpo	RPO	1851	1851	6905	7205	it,predict	
rrf	RRF	1851	1851	6905	7205	it,predict	
rsc	RSC	1851	1851	7025	7325	it,predict	
rsync	rsync	1851	1851	6975	7275	it,predict	
rsyslog	rsyslog	1851	1851	7045	7345	it,predict	
rtc	RTC	1851	1851	6905	7205	it,predict	
rtcp	RTCP	1851	1851	6940	7240	it,predict	
rtk	RTK	1851	1851	7025	7325	it,predict	
rtl	RTL	1851	1851	7025	7325	it,predict	
rto	RTO	1851	1851	6905	7205	it,predict	
rtos	RTOS	1851	1851	6940	7240	it,predict	
rtp	RTP	1851	1851	6905	7205	it,predict	
rtp	RTP Control Protocol	1851	1851	7620	7920	it,predict	
rtpcontrolprotocol	RTP Control Protocol	1851	1851	7620	7920	it,predict	
rtt	RTT Estimation	1851	1851	7410	7710	it,predict	
rttestimation	RTT Estimation	1851	1851	7410	7710	it,predict	
rule	Rule Excerpt	1851	1851	7340	7640	it,predict	
ruleexcerpt	Rule Excerpt	1851	1851	7340	7640	it,predict	
rules	Rules of Hooks	1851	1851	7410	7710	it,predict	
ruleset	Ruleset	1851	1851	7045	7345	it,predict	
rulesets	Rulesets	1851	1851	7200	7500	it,predict	
rulesofhooks	Rules of Hooks	1851	1851	7290	7590	it,predict	
run	/run	1851	1851	7060	7360	it,predict	
run	run	1851	1851	6905	7205	it,predict	
runbook	Runbook	1851	1851	7045	7345	it,predict	
runlevel	runlevel	1851	1851	7080	7380	it,predict	
runner	Runner	1851	1851	7010	7310	it,predict	
runner	Runner group	1851	1851	7340	7640	it,predict	
runner	Runner label	1851	1851	7340	7640	it,predict	
runnergroup	Runner group	1851	1851	7220	7520	it,predict	
runnerlabel	Runner label	1851	1851	7220	7520	it,predict	
runtime	Runtime	1851	1851	7045	7345	it,predict	
runtime	Runtime Application Self-Protection	1851	1851	7620	7920	it,predict	
runtime	Runtime Protection	1851	1851	7550	7850	it,predict	
runtime	runtime error	1851	1851	7375	7675	it,predict	
runtimeapplicationself-protection	Runtime Application Self-Protection	1851	1851	7620	7920	it,predict	
runtimeapplicationselfprotection	Runtime Application Self-Protection	1851	1851	7620	7920	it,predict	
runtimeerror	runtime error	1851	1851	7375	7675	it,predict	
runtimeexception	RuntimeException	1851	1851	7360	7660	it,predict	
runtimeprotection	Runtime Protection	1851	1851	7550	7850	it,predict	
rv	rv	1851	1851	6990	7290	it,predict	
rwlock	RWLock	1851	1851	7130	7430	it,predict	
rx	Rx	1851	1851	6990	7290	it,predict	
rxjava	RxJava	1851	1851	7130	7430	it,predict	
rxjs	RxJS	1851	1851	7060	7360	it,predict	
s3	S3	1851	1851	6870	7170	it,predict	
s3	S3 Bucket Policy	1851	1851	7480	7780	it,predict	
s3	S3 Glacier	1851	1851	7270	7570	it,predict	
s3	S3 Intelligent Tiering	1851	1851	7620	7920	it,predict	
s3	S3 Intelligent-Tiering	1851	1851	7620	7920	it,predict	
s3	S3 Lifecycle Policy	1851	1851	7585	7885	it,predict	
s3	S3 Object Lock	1851	1851	7410	7710	it,predict	
s3	S3 Replication	1851	1851	7410	7710	it,predict	
s3	S3 Transfer Acceleration	1851	1851	7620	7920	it,predict	
s3	S3 Versioning	1851	1851	7375	7675	it,predict	
s3bucketpolicy	S3 Bucket Policy	1851	1851	7480	7780	it,predict	
s3glacier	S3 Glacier	1851	1851	7150	7450	it,predict	
s3intelligent-tiering	S3 Intelligent-Tiering	1851	1851	7500	7800	it,predict	
s3intelligenttiering	S3 Intelligent Tiering	1851	1851	7620	7920	it,predict	
s3intelligenttiering	S3 Intelligent-Tiering	1851	1851	7620	7920	it,predict	
s3lifecyclepolicy	S3 Lifecycle Policy	1851	1851	7585	7885	it,predict	
s3objectlock	S3 Object Lock	1851	1851	7290	7590	it,predict	
s3replication	S3 Replication	1851	1851	7410	7710	it,predict	
s3transferacceleration	S3 Transfer Acceleration	1851	1851	7500	7800	it,predict	
s3versioning	S3 Versioning	1851	1851	7375	7675	it,predict	
sa	SA/SD	1851	1851	7095	7395	it,predict	
sa/sd	SA/SD	1851	1851	7095	7395	it,predict	
saas	SaaS	1851	1851	6940	7240	it,predict	
safe	Safe Level	1851	1851	7270	7570	it,predict	
safe-area-inset	safe-area-inset	1851	1851	7445	7745	it,predict	
safeareainset	safe-area-inset	1851	1851	7445	7745	it,predict	
safelevel	Safe Level	1851	1851	7270	7570	it,predict	
safety	Safety Classifier	1851	1851	7515	7815	it,predict	
safetyclassifier	Safety Classifier	1851	1851	7515	7815	it,predict	
saga	Saga	1851	1851	6940	7240	it,predict	
saga	Saga Pattern	1851	1851	7340	7640	it,predict	
sagapattern	Saga Pattern	1851	1851	7340	7640	it,predict	
sagemaker	SageMaker	1851	1851	7235	7535	it,predict	
sagemaker	SageMaker Endpoints	1851	1851	7585	7885	it,predict	
sagemaker	SageMaker Pipelines	1851	1851	7585	7885	it,predict	
sagemaker	SageMaker Studio	1851	1851	7480	7780	it,predict	
sagemaker	SageMaker Training	1851	1851	7550	7850	it,predict	
sagemakerendpoints	SageMaker Endpoints	1851	1851	7465	7765	it,predict	
sagemakerpipelines	SageMaker Pipelines	1851	1851	7465	7765	it,predict	
sagemakerstudio	SageMaker Studio	1851	1851	7360	7660	it,predict	
sagemakertraining	SageMaker Training	1851	1851	7430	7730	it,predict	
salary	Salary	1851	1851	7130	7430	it,predict	
sales	Sales Deposit	1851	1851	7375	7675	it,predict	
sales	Sales Deposit and Fee Handling	1851	1851	7620	7920	it,predict	
sales	Sales Management System	1851	1851	7620	7920	it,predict	
sales	Sales Order Management	1851	1851	7620	7920	it,predict	
salesdeposit	Sales Deposit	1851	1851	7375	7675	it,predict	
salesdepositandfeehandling	Sales Deposit and Fee Handling	1851	1851	7620	7920	it,predict	
salesmanagementsystem	Sales Management System	1851	1851	7620	7920	it,predict	
salesordermanagement	Sales Order Management	1851	1851	7620	7920	it,predict	
sam	SAM	1851	1851	7025	7325	it,predict	
same-origin	Same-Origin Policy	1851	1851	7550	7850	it,predict	
same-originpolicy	Same-Origin Policy	1851	1851	7430	7730	it,predict	
sameoriginpolicy	Same-Origin Policy	1851	1851	7550	7850	it,predict	
samesite	SameSite Cookie	1851	1851	7445	7745	it,predict	
samesitecookie	SameSite Cookie	1851	1851	7325	7625	it,predict	
saml	SAML	1851	1851	6940	7240	it,predict	
saml	SAML SSO	1851	1851	7200	7500	it,predict	
samlsso	SAML SSO	1851	1851	7200	7500	it,predict	
sample	Sample App	1851	1851	7270	7570	it,predict	
sample	Sample Datasets	1851	1851	7445	7745	it,predict	
sample	sample code	1851	1851	7305	7605	it,predict	
sampleapp	Sample App	1851	1851	7150	7450	it,predict	
samplecode	sample code	1851	1851	7185	7485	it,predict	
sampledatasets	Sample Datasets	1851	1851	7325	7625	it,predict	
sanctioned	Sanctioned	1851	1851	7270	7570	it,predict	
sanitization	sanitization	1851	1851	7220	7520	it,predict	
sanitize	sanitize	1851	1851	7200	7500	it,predict	
sanity	Sanity Test	1851	1851	7305	7605	it,predict	
sanitytest	Sanity Test	1851	1851	7305	7605	it,predict	
sanrio	Sanrio	1851	1851	7130	7430	it,predict	
saps	saps	1851	1851	7060	7360	it,predict	
sar	sar	1851	1851	6905	7205	it,predict	
sarcasm	sarcasm	1851	1851	7165	7465	it,predict	
sasd	SA/SD	1851	1851	7095	7395	it,predict	
sass	Sass	1851	1851	7060	7360	it,predict	
sass	Sass/SCSS	1851	1851	7235	7535	it,predict	
sass/scss	Sass/SCSS	1851	1851	7115	7415	it,predict	
sassscss	Sass/SCSS	1851	1851	7235	7535	it,predict	
sast	SAST	1851	1851	6940	7240	it,predict	
sasv	sasv	1851	1851	7060	7360	it,predict	
satisfies	satisfies operator	1851	1851	7550	7850	it,predict	
satisfiesoperator	satisfies operator	1851	1851	7550	7850	it,predict	
save	Save as PDF	1851	1851	7305	7605	it,predict	
saveaspdf	Save as PDF	1851	1851	7305	7605	it,predict	
savechanges	SaveChanges	1851	1851	7185	7485	it,predict	
saved	Saved view	1851	1851	7270	7570	it,predict	
savedview	Saved view	1851	1851	7150	7450	it,predict	
savepoint	Savepoint	1851	1851	7235	7535	it,predict	
savings	Savings Plans	1851	1851	7375	7675	it,predict	
savingsplans	Savings Plans	1851	1851	7255	7555	it,predict	
sbom	SBOM	1851	1851	6940	7240	it,predict	
sc	sc	1851	1851	6990	7290	it,predict	
scada	SCADA	1851	1851	6975	7275	it,predict	
scalability	Scalability	1851	1851	7305	7605	it,predict	
scalable	Scalable Vector Graphics	1851	1851	7620	7920	it,predict	
scalable	Scalable and Modular Architecture for CSS	1851	1851	7620	7920	it,predict	
scalableandmodulararchitectureforcss	Scalable and Modular Architecture for CSS	1851	1851	7620	7920	it,predict	
scalablevectorgraphics	Scalable Vector Graphics	1851	1851	7620	7920	it,predict	
scale	scale	1851	1851	7095	7395	it,predict	
scd	SCD	1851	1851	7025	7325	it,predict	
schedule	Schedule Feasibility	1851	1851	7620	7920	it,predict	
schedule	schedule	1851	1851	7200	7500	it,predict	
scheduled	Scheduled Audit	1851	1851	7445	7745	it,predict	
scheduled	Scheduled Working Hours	1851	1851	7620	7920	it,predict	
scheduled	Scheduled workflow	1851	1851	7550	7850	it,predict	
scheduled	scheduled maintenance	1851	1851	7620	7920	it,predict	
scheduledaudit	Scheduled Audit	1851	1851	7445	7745	it,predict	
scheduledmaintenance	scheduled maintenance	1851	1851	7620	7920	it,predict	
scheduledworkflow	Scheduled workflow	1851	1851	7430	7730	it,predict	
scheduledworkinghours	Scheduled Working Hours	1851	1851	7620	7920	it,predict	
schedulefeasibility	Schedule Feasibility	1851	1851	7620	7920	it,predict	
schema	Schema Comparison	1851	1851	7515	7815	it,predict	
schema	Schema Definition Language	1851	1851	7620	7920	it,predict	
schema	Schema Evolution	1851	1851	7480	7780	it,predict	
schema	Schema Migration Strategy	1851	1851	7620	7920	it,predict	
schema	Schema Migrations	1851	1851	7515	7815	it,predict	
schema	Schema Stitching	1851	1851	7480	7780	it,predict	
schema	Schema on Read	1851	1851	7410	7710	it,predict	
schema	Schema on Write	1851	1851	7445	7745	it,predict	
schema	schema	1851	1851	7130	7430	it,predict	
schema-based	Schema-based Authentication	1851	1851	7620	7920	it,predict	
schema-basedauthentication	Schema-based Authentication	1851	1851	7500	7800	it,predict	
schema-driven	Schema-Driven Development	1851	1851	7620	7920	it,predict	
